minsk.txt, 12345, 104, 1466.08, True, 1800.71
minsk.txt, 54433, 101, 1247.49, True, 1800.07
belgrade.txt, 12345, 87, 1657.62, True, 1808.42
belgrade.txt, 54433, 89, 788.00, True, 1801.00
minsk.txt, 22411, 103, 1164.26, True, 1800.05
minsk.txt, 66655, 102, 1261.03, True, 1800.86
belgrade.txt, 22411, 87, 1679.28, True, 1801.71
belgrade.txt, 66655, 87, 1595.35, True, 1800.88
minsk.txt, 25233, 102, 1018.47, True, 1808.92
minsk.txt, 68531, 103, 1774.29, True, 1801.18
belgrade.txt, 25233, 87, 1558.68, True, 1800.18
belgrade.txt, 68531, 86, 1789.28, True, 1821.00
minsk.txt, 52331, 101, 1145.25, True, 1800.02
minsk.txt, 87744, 103, 1440.14, True, 1801.34
belgrade.txt, 52331, 86, 1790.91, True, 1817.22
belgrade.txt, 87744, 87, 1609.28, True, 1805.13
minsk.txt, 54278, 101, 1029.20, True, 1800.45
minsk.txt, 98811, 101, 1392.43, True, 1800.99
belgrade.txt, 54278, 83, 1605.07, True, 1801.74
belgrade.txt, 98811, 86, 866.02, True, 1801.93
dublin.txt, 12345, 102, 1768.10, True, 1816.73
dublin.txt, 22411, 101, 1822.71, True, 1822.71
dublin.txt, 25233, 101, 1644.38, True, 1818.55
dublin.txt, 52331, 103, 1013.32, True, 1819.14
dublin.txt, 54278, 100, 1599.05, True, 1802.46
dublin.txt, 54433, 102, 1017.17, True, 1814.97
dublin.txt, 66655, 101, 1704.11, True, 1809.01
dublin.txt, 68531, 102, 1068.92, True, 1839.27
dublin.txt, 87744, 100, 1730.19, True, 1839.40
dublin.txt, 98811, 103, 1009.79, True, 1815.62
berlin.txt, 12345, 101, 1506.95, True, 1841.08
berlin.txt, 54433, 101, 1292.31, True, 1850.78
berlin.txt, 22411, 99, 1588.97, True, 1851.87
berlin.txt, 66655, 102, 1761.77, True, 1800.43
berlin.txt, 25233, 102, 1344.96, True, 1822.82
berlin.txt, 68531, 104, 1299.71, True, 1805.08
berlin.txt, 52331, 104, 1527.76, True, 1801.32
berlin.txt, 87744, 105, 818.20, True, 1801.92
berlin.txt, 54278, 103, 938.79, True, 1801.45
berlin.txt, 98811, 100, 8486.86, True, 1802.22
boston.txt, 12345, 96, 1622.55, True, 1817.60
boston.txt, 22411, 94, 1745.82, True, 2198.82
boston.txt, 25233, 95, 1758.31, True, 1806.98
boston.txt, 52331, 94, 1051.13, True, 1820.03
boston.txt, 54278, 93, 1659.55, True, 3797.31
boston.txt, 54433, 95, 1396.06, True, 3093.72
boston.txt, 66655, 91, 1460.53, True, 3879.12
boston.txt, 68531, 98, 1005.30, True, 1812.19
boston.txt, 87744, 93, 1616.97, True, 1891.57
boston.txt, 98811, 94, 766.55, True, 1801.68
