belgrade.txt, 12345, 334, 3566.92, True, 3601.24
belgrade.txt, 22411, 335, 3259.37, True, 3601.87
belgrade.txt, 25233, 332, 3589.57, True, 3602.76
belgrade.txt, 52331, 338, 3510.34, True, 3603.63
belgrade.txt, 54278, 336, 3335.62, True, 3605.60
belgrade.txt, 54433, 338, 3258.84, True, 3602.73
belgrade.txt, 66655, 340, 3383.16, True, 3609.25
belgrade.txt, 68531, 337, 3380.68, True, 3600.40
belgrade.txt, 87744, 336, 3362.47, True, 3605.94
belgrade.txt, 98811, 340, 3358.35, True, 3605.30
berlin.txt, 12345, 390, 3298.58, True, 3659.82
berlin.txt, 22411, 387, 3078.50, True, 3609.02
berlin.txt, 25233, 388, 3415.80, True, 3609.62
berlin.txt, 52331, 394, 3439.83, True, 3627.62
berlin.txt, 54278, 391, 3457.59, True, 3627.70
berlin.txt, 54433, 391, 3341.22, True, 3645.05
berlin.txt, 66655, 386, 3144.25, True, 3621.14
berlin.txt, 68531, 386, 3121.81, True, 3678.69
berlin.txt, 87744, 390, 3287.76, True, 3677.36
berlin.txt, 98811, 387, 3542.78, True, 3642.25
boston.txt, 12345, 341, 0.00, True, 3610.21
boston.txt, 22411, 341, 0.00, True, 3890.51
boston.txt, 25233, 341, 0.00, True, 3610.26
boston.txt, 52331, 341, 0.00, True, 3781.80
boston.txt, 54278, 341, 0.00, True, 3935.03
boston.txt, 54433, 341, 0.00, True, 3724.81
boston.txt, 66655, 341, 0.00, True, 3793.16
boston.txt, 68531, 341, 0.00, True, 3603.71
boston.txt, 87744, 341, 0.00, True, 3796.40
boston.txt, 98811, 341, 0.00, True, 3884.79
dublin.txt, 12345, 363, 0.00, True, 3601.57
dublin.txt, 12345, 363, 0.00, True, 3625.54
dublin.txt, 12345, 363, 0.00, True, 3745.77
dublin.txt, 12345, 363, 0.00, True, 3675.42
dublin.txt, 12345, 363, 0.00, True, 3808.31
dublin.txt, 12345, 363, 0.00, True, 3775.37
dublin.txt, 12345, 363, 0.00, True, 3621.44
dublin.txt, 12345, 363, 0.00, True, 3745.98
dublin.txt, 12345, 363, 0.00, True, 3681.76
dublin.txt, 12345, 363, 0.00, True, 3664.50
minsk.txt, 12345, 387, 3194.74, True, 3601.57
minsk.txt, 54433, 392, 3192.43, True, 3601.55
minsk.txt, 22411, 382, 3588.21, True, 3602.30
minsk.txt, 66655, 383, 3200.39, True, 3600.56
minsk.txt, 25233, 382, 2875.57, True, 3600.84
minsk.txt, 68531, 383, 3216.87, True, 3600.52
minsk.txt, 52331, 379, 3584.58, True, 3600.27
minsk.txt, 87744, 380, 3164.85, True, 3600.00
minsk.txt, 54278, 379, 3598.59, True, 3600.63
minsk.txt, 98811, 376, 3543.25, True, 3600.51
