(1, 5, 0, 0.005), 162, 8.25, True, 1.8100000000
(1, 10, 0.5, 0.015), 158, 28.46, True, 3.3700000000
(1, 20, 0, 0.005), 159, 47.78, True, 1.7950000000
(1, 25, 0.5, 0.015), 158, 26.08, True, 3.3700000000
(1, 40, 0, 0.005), 157, 56.53, True, 1.7850000000
(1, 50, 0.5, 0.015), 158, 25.07, True, 3.3700000000
(1, 5, 0, 0.01), 162, 8.26, True, 2.6200000000
(1, 10, 0.5, 0.02), 158, 29.64, True, 4.1600000000
(1, 20, 0, 0.01), 159, 49.47, True, 2.5900000000
(1, 25, 0.5, 0.02), 158, 28.33, True, 4.1600000000
(1, 40, 0, 0.01), 157, 59.44, True, 2.5700000000
(1, 50, 0.5, 0.02), 158, 27.14, True, 4.1600000000
(1, 5, 0, 0.015), 162, 8.32, True, 3.4300000000
(1, 10, 0.75, 0.005), 161, 28.46, True, 1.8050000000
(1, 20, 0, 0.015), 159, 45.25, True, 3.3850000000
(1, 25, 0.75, 0.005), 161, 30.05, True, 1.8050000000
(1, 40, 0, 0.015), 157, 54.40, True, 3.3550000000
(1, 50, 0.75, 0.005), 161, 29.01, True, 1.8050000000
(1, 5, 0, 0.02), 162, 8.08, True, 4.2400000000
(1, 10, 0.75, 0.01), 161, 28.28, True, 2.6100000000
(1, 20, 0, 0.02), 159, 43.90, True, 4.1800000000
(1, 25, 0.75, 0.01), 161, 29.11, True, 2.6100000000
(1, 40, 0, 0.02), 157, 54.28, True, 4.1400000000
(1, 50, 0.75, 0.01), 161, 29.25, True, 2.6100000000
(1, 5, 0.25, 0.005), 162, 34.65, True, 1.8100000000
(1, 10, 0.75, 0.015), 161, 30.44, True, 3.4150000000
(1, 20, 0.25, 0.005), 157, 25.10, True, 1.7850000000
(1, 25, 0.75, 0.015), 161, 30.96, True, 3.4150000000
(1, 40, 0.25, 0.005), 157, 40.39, True, 1.7850000000
(1, 50, 0.75, 0.015), 161, 30.05, True, 3.4150000000
(1, 5, 0.25, 0.01), 162, 35.26, True, 2.6200000000
(1, 10, 0.75, 0.02), 161, 29.47, True, 4.2200000000
(1, 20, 0.25, 0.01), 157, 26.16, True, 2.5700000000
(1, 25, 0.75, 0.02), 161, 30.50, True, 4.2200000000
(1, 40, 0.25, 0.01), 157, 40.52, True, 2.5700000000
(1, 50, 0.75, 0.02), 161, 29.53, True, 4.2200000000
(1, 5, 0.25, 0.015), 162, 35.68, True, 3.4300000000
(1, 10, 1, 0.005), 163, 19.28, True, 1.8150000000
(1, 20, 0.25, 0.015), 157, 27.33, True, 3.3550000000
(1, 25, 1, 0.005), 163, 21.36, True, 1.8150000000
(1, 40, 0.25, 0.015), 157, 40.30, True, 3.3550000000
(1, 50, 1, 0.005), 163, 19.33, True, 1.8150000000
(1, 5, 0.25, 0.02), 162, 37.16, True, 4.2400000000
