(1, 5, 0, 0.005), 32, 39.01, True, 1.1600000000
(1, 10, 0.5, 0.015), 31, 42.88, True, 1.4650000000
(1, 20, 0, 0.005), 31, 56.57, True, 1.1550000000
(1, 25, 0.5, 0.015), 31, 19.86, True, 1.4650000000
(1, 40, 0, 0.005), 31, 53.52, True, 1.1550000000
(1, 50, 0.5, 0.015), 31, 19.04, True, 1.4650000000
(1, 5, 0, 0.01), 32, 40.88, True, 1.3200000000
(1, 10, 0.5, 0.02), 31, 47.66, True, 1.6200000000
(1, 20, 0, 0.01), 31, 58.33, True, 1.3100000000
(1, 25, 0.5, 0.02), 31, 20.85, True, 1.6200000000
(1, 40, 0, 0.01), 31, 58.25, True, 1.3100000000
(1, 50, 0.5, 0.02), 31, 20.77, True, 1.6200000000
(1, 5, 0, 0.015), 32, 41.37, True, 1.4800000000
(1, 10, 0.75, 0.005), 32, 31.39, True, 1.1600000000
(1, 20, 0, 0.015), 31, 54.96, True, 1.4650000000
(1, 25, 0.75, 0.005), 32, 32.12, True, 1.1600000000
(1, 40, 0, 0.015), 31, 53.22, True, 1.4650000000
(1, 50, 0.75, 0.005), 32, 32.12, True, 1.1600000000
(1, 5, 0, 0.02), 32, 38.93, True, 1.6400000000
(1, 10, 0.75, 0.01), 32, 29.58, True, 1.3200000000
(1, 20, 0, 0.02), 31, 51.69, True, 1.6200000000
(1, 25, 0.75, 0.01), 32, 30.20, True, 1.3200000000
(1, 40, 0, 0.02), 31, 50.28, True, 1.6200000000
(1, 50, 0.75, 0.01), 32, 30.21, True, 1.3200000000
(1, 5, 0.25, 0.005), 31, 37.10, True, 1.1550000000
(1, 10, 0.75, 0.015), 32, 30.88, True, 1.4800000000
(1, 20, 0.25, 0.005), 31, 62.31, True, 1.1550000000
(1, 25, 0.75, 0.015), 32, 31.55, True, 1.4800000000
(1, 40, 0.25, 0.005), 31, 61.71, True, 1.1550000000
(1, 50, 0.75, 0.015), 32, 31.66, True, 1.4800000000
(1, 5, 0.25, 0.01), 31, 39.69, True, 1.3100000000
(1, 10, 0.75, 0.02), 32, 33.90, True, 1.6400000000
(1, 20, 0.25, 0.01), 31, 66.91, True, 1.3100000000
(1, 25, 0.75, 0.02), 32, 34.48, True, 1.6400000000
(1, 40, 0.25, 0.01), 31, 66.12, True, 1.3100000000
(1, 50, 0.75, 0.02), 32, 34.30, True, 1.6400000000
(1, 5, 0.25, 0.015), 31, 35.40, True, 1.4650000000
(1, 10, 1, 0.005), 32, 17.60, True, 1.1600000000
(1, 20, 0.25, 0.015), 31, 59.04, True, 1.4650000000
(1, 25, 1, 0.005), 32, 18.75, True, 1.1600000000
(1, 40, 0.25, 0.015), 31, 57.47, True, 1.4650000000
(1, 50, 1, 0.005), 32, 18.31, True, 1.1600000000
(1, 5, 0.25, 0.02), 31, 34.99, True, 1.6200000000
(1, 10, 1, 0.01), 32, 17.29, True, 1.3200000000
(1, 20, 0.25, 0.02), 31, 56.98, True, 1.6200000000
(1, 25, 1, 0.01), 32, 17.17, True, 1.3200000000
(1, 40, 0.25, 0.02), 31, 55.17, True, 1.6200000000
(1, 50, 1, 0.01), 32, 17.24, True, 1.3200000000
(1, 5, 0.5, 0.005), 32, 36.39, True, 1.1600000000
(1, 10, 1, 0.015), 32, 17.16, True, 1.4800000000
(1, 20, 0.5, 0.005), 31, 19.67, True, 1.1550000000
(1, 25, 1, 0.015), 32, 18.17, True, 1.4800000000
(1, 40, 0.5, 0.005), 31, 20.79, True, 1.1550000000
(1, 50, 1, 0.015), 32, 18.57, True, 1.4800000000
(1, 5, 0.5, 0.01), 32, 39.67, True, 1.3200000000
(1, 10, 1, 0.02), 32, 17.66, True, 1.6400000000
(1, 20, 0.5, 0.01), 31, 20.52, True, 1.3100000000
(1, 25, 1, 0.02), 32, 18.94, True, 1.6400000000
(1, 40, 0.5, 0.01), 31, 22.56, True, 1.3100000000
(1, 50, 1, 0.02), 32, 19.10, True, 1.6400000000
(1, 5, 0.5, 0.015), 32, 38.27, True, 1.4800000000
(1, 15, 0, 0.005), 32, 34.76, True, 1.1600000000
(1, 20, 0.5, 0.015), 31, 20.64, True, 1.4650000000
(1, 30, 0, 0.005), 31, 61.18, True, 1.1550000000
(1, 40, 0.5, 0.015), 31, 21.65, True, 1.4650000000
(1, 100, 0, 0.005), 31, 60.01, True, 1.1550000000
(1, 5, 0.5, 0.02), 32, 36.15, True, 1.6400000000
(1, 15, 0, 0.01), 32, 32.02, True, 1.3200000000
(1, 20, 0.5, 0.02), 31, 19.51, True, 1.6200000000
(1, 30, 0, 0.01), 31, 56.74, True, 1.3100000000
(1, 40, 0.5, 0.02), 31, 19.27, True, 1.6200000000
(1, 100, 0, 0.01), 31, 55.20, True, 1.3100000000
(1, 5, 0.75, 0.005), 31, 34.10, True, 1.1550000000
(1, 15, 0, 0.015), 32, 33.41, True, 1.4800000000
(1, 20, 0.75, 0.005), 32, 30.32, True, 1.1600000000
(1, 30, 0, 0.015), 31, 54.00, True, 1.4650000000
(1, 40, 0.75, 0.005), 32, 31.72, True, 1.1600000000
(1, 100, 0, 0.015), 31, 52.87, True, 1.4650000000
(1, 5, 0.75, 0.01), 31, 36.48, True, 1.3100000000
(1, 15, 0, 0.02), 32, 35.12, True, 1.6400000000
(1, 20, 0.75, 0.01), 32, 32.41, True, 1.3200000000
(1, 30, 0, 0.02), 31, 55.75, True, 1.6200000000
(1, 40, 0.75, 0.01), 32, 33.90, True, 1.3200000000
(1, 100, 0, 0.02), 31, 53.46, True, 1.6200000000
(1, 5, 0.75, 0.015), 31, 47.46, True, 1.4650000000
(1, 15, 0.25, 0.005), 32, 32.14, True, 1.1600000000
(1, 20, 0.75, 0.015), 32, 42.52, True, 1.4800000000
(1, 30, 0.25, 0.005), 31, 103.33, True, 1.1550000000
(1, 40, 0.75, 0.015), 32, 40.43, True, 1.4800000000
(1, 100, 0.25, 0.005), 31, 102.81, True, 1.1550000000
(1, 5, 0.75, 0.02), 31, 45.50, True, 1.6200000000
(1, 15, 0.25, 0.01), 32, 31.42, True, 1.3200000000
(1, 20, 0.75, 0.02), 32, 41.83, True, 1.6400000000
(1, 30, 0.25, 0.01), 31, 105.40, True, 1.3100000000
(1, 40, 0.75, 0.02), 32, 41.59, True, 1.6400000000
(1, 100, 0.25, 0.01), 31, 104.04, True, 1.3100000000
(1, 5, 1, 0.005), 32, 20.76, True, 1.1600000000
(1, 15, 0.25, 0.015), 32, 31.29, True, 1.4800000000
(1, 20, 1, 0.005), 32, 22.57, True, 1.1600000000
(1, 30, 0.25, 0.015), 31, 106.98, True, 1.4650000000
(1, 40, 1, 0.005), 32, 23.91, True, 1.1600000000
(1, 100, 0.25, 0.015), 31, 106.58, True, 1.4650000000
(1, 5, 1, 0.01), 32, 21.15, True, 1.3200000000
(1, 15, 0.25, 0.02), 32, 32.39, True, 1.6400000000
(1, 20, 1, 0.01), 32, 22.93, True, 1.3200000000
(1, 30, 0.25, 0.02), 31, 100.71, True, 1.6200000000
(1, 40, 1, 0.01), 32, 23.80, True, 1.3200000000
(1, 100, 0.25, 0.02), 31, 99.86, True, 1.6200000000
(1, 5, 1, 0.015), 32, 20.29, True, 1.4800000000
(1, 15, 0.5, 0.005), 31, 55.08, True, 1.1550000000
(1, 20, 1, 0.015), 32, 21.56, True, 1.4800000000
(1, 30, 0.5, 0.005), 31, 25.61, True, 1.1550000000
(1, 40, 1, 0.015), 32, 21.18, True, 1.4800000000
(1, 100, 0.5, 0.005), 31, 25.43, True, 1.1550000000
(1, 5, 1, 0.02), 32, 20.68, True, 1.6400000000
(1, 15, 0.5, 0.01), 31, 55.43, True, 1.3100000000
(1, 20, 1, 0.02), 32, 21.36, True, 1.6400000000
(1, 30, 0.5, 0.01), 31, 26.53, True, 1.3100000000
(1, 40, 1, 0.02), 32, 22.54, True, 1.6400000000
(1, 100, 0.5, 0.01), 31, 26.35, True, 1.3100000000
(1, 10, 0, 0.005), 33, 62.33, True, 1.1650000000
(1, 15, 0.5, 0.015), 31, 57.56, True, 1.4650000000
(1, 25, 0, 0.005), 31, 83.24, True, 1.1550000000
(1, 30, 0.5, 0.015), 31, 27.36, True, 1.4650000000
(1, 50, 0, 0.005), 31, 87.03, True, 1.1550000000
(1, 100, 0.5, 0.015), 31, 26.06, True, 1.4650000000
(1, 10, 0, 0.01), 33, 62.37, True, 1.3300000000
(1, 15, 0.5, 0.02), 31, 56.78, True, 1.6200000000
