bath.txt, 139.0, 138, 0, 3608.26
belfast.txt, 144.0, 144, 1, 1985.80
brighton.txt, 76.0, 76, 1, 179.16
bristol.txt, 143.0, 141, 0, 3631.76
cardiff.txt, 155.0, 155, 1, 911.98
coventry.txt, 146.0, 145, 0, 3604.64
exeter.txt, 155.0, 154, 0, 3655.54
glasgow.txt, 172.0, 170, 0, 3648.06
leeds.txt, 149.0, 149, 1, 329.38
leicester.txt, 146.0, 145, 0, 3602.38
liverpool.txt, 110.0, 110, 1, 338.36
manchester.txt, 150.0, 147, 0, 3620.36
newcastle.txt, 150.0, 150, 1, 913.10
nottingham.txt, 160.0, 160, 1, 236.64
oxford.txt, 89.0, 89, 1, 17.08
plymouth.txt, 115.0, 115, 1, 227.07
sheffield.txt, 158.0, 156, 0, 3650.96
southampton.txt, 96.0, 96, 1, 53.23
sunderland.txt, 139.0, 138, 0, 3637.62
york.txt, 129.0, 129, 1, 31.71
