bath.txt, 446.0, 379, 0, 1800.84
belfast.txt, 534.0, 437, 0, 1803.40
brighton.txt, 290.0, 231, 0, 1801.87
bristol.txt, 533.0, 433, 0, 1802.81
cardiff.txt, 528.0, 437, 0, 1801.15
coventry.txt, 514.0, 435, 0, 1801.06
exeter.txt, 535.0, 444, 0, 1801.30
glasgow.txt, 536.0, 444, 0, 1801.00
leeds.txt, 548.0, 439, 0, 1802.10
leicester.txt, 538.0, 439, 0, 1801.84
liverpool.txt, 416.0, 337, 0, 1801.56
manchester.txt, 586.0, 462, 0, 1802.82
newcastle.txt, 486.0, 403, 0, 1801.08
nottingham.txt, 617.0, 495, 0, 1802.09
oxford.txt, 258.0, 247, 0, 1800.62
plymouth.txt, 400.0, 335, 0, 1801.14
sheffield.txt, 576.0, 463, 0, 1802.13
southampton.txt, 339.0, 282, 0, 1817.22
sunderland.txt, 503.0, 419, 0, 1801.67
york.txt, 471.0, 392, 0, 1944.05
