bath.txt, 304.0, 268, 0, 1800.87
belfast.txt, 340.0, 302, 0, 1803.49
brighton.txt, 185.0, 161, 0, 1802.05
bristol.txt, 343.0, 305, 0, 1803.25
cardiff.txt, 358.0, 308, 0, 1801.37
coventry.txt, 349.0, 305, 0, 1800.93
exeter.txt, 365.0, 320, 0, 1801.14
glasgow.txt, 381.0, 327, 0, 1800.96
leeds.txt, 358.0, 308, 0, 1801.90
leicester.txt, 350.0, 308, 0, 1801.64
liverpool.txt, 263.0, 234, 0, 1801.51
manchester.txt, 371.0, 318, 0, 1802.53
newcastle.txt, 329.0, 290, 0, 1800.99
nottingham.txt, 393.0, 341, 0, 1801.77
oxford.txt, 191.0, 180, 0, 1800.73
plymouth.txt, 272.0, 238, 0, 1801.17
sheffield.txt, 365.0, 322, 0, 1802.01
southampton.txt, 226.0, 198, 0, 1820.45
sunderland.txt, 333.0, 290, 0, 1801.71
york.txt, 308.0, 274, 0, 1949.29
