bath.txt, 224.0, 209, 0, 1800.68
belfast.txt, 246.0, 226, 0, 1802.83
brighton.txt, 132.0, 121, 0, 1801.11
bristol.txt, 245.0, 226, 0, 1802.94
cardiff.txt, 260.0, 239, 0, 1800.83
coventry.txt, 251.0, 232, 0, 1800.88
exeter.txt, 264.0, 243, 0, 1801.10
glasgow.txt, 283.0, 255, 0, 1800.82
leeds.txt, 253.0, 234, 0, 1801.62
leicester.txt, 253.0, 232, 0, 1801.39
liverpool.txt, 189.0, 177, 0, 1801.24
manchester.txt, 261.0, 238, 0, 1802.25
newcastle.txt, 241.0, 226, 0, 1800.91
nottingham.txt, 276.0, 256, 0, 1801.47
oxford.txt, 146.0, 140, 0, 1801.12
plymouth.txt, 192.0, 184, 0, 1801.10
sheffield.txt, 265.0, 245, 0, 1801.69
southampton.txt, 160.0, 151, 0, 1820.87
sunderland.txt, 234.0, 218, 0, 1801.60
york.txt, 222.0, 209, 0, 1952.02
