bath.txt, 328.0, 286, 0, 1800.92
belfast.txt, 375.0, 327, 0, 1803.68
brighton.txt, 201.0, 174, 0, 1802.07
bristol.txt, 386.0, 327, 0, 1803.27
cardiff.txt, 390.0, 332, 0, 1801.21
coventry.txt, 377.0, 329, 0, 1801.11
exeter.txt, 394.0, 345, 0, 1801.37
glasgow.txt, 412.0, 348, 0, 1801.04
leeds.txt, 398.0, 332, 0, 1802.29
leicester.txt, 389.0, 335, 0, 1801.95
liverpool.txt, 286.0, 253, 0, 1801.75
manchester.txt, 411.0, 344, 0, 1803.00
newcastle.txt, 358.0, 312, 0, 1801.47
nottingham.txt, 429.0, 371, 0, 1802.32
oxford.txt, 207.0, 192, 0, 1800.88
plymouth.txt, 296.0, 257, 0, 1801.21
sheffield.txt, 397.0, 348, 0, 1802.38
southampton.txt, 245.0, 215, 0, 1817.94
sunderland.txt, 360.0, 315, 0, 1801.95
york.txt, 334.0, 296, 0, 1948.67
