dublin.txt, 12345, 363, 2867.51, True, 2867.51
dublin.txt, 22411, 363, 2897.48, True, 2897.48
dublin.txt, 25233, 363, 2886.16, True, 2886.16
dublin.txt, 52331, 363, 3439.24, True, 3439.24
dublin.txt, 54278, 363, 3226.97, True, 3226.97
dublin.txt, 54433, 363, 2660.19, True, 2660.19
dublin.txt, 66655, 363, 2868.44, True, 2868.44
dublin.txt, 68531, 363, 3274.62, True, 3274.62
dublin.txt, 87744, 363, 2908.02, True, 2908.02
dublin.txt, 98811, 363, 2995.48, True, 2995.48
boston.txt, 12345, 341, 3805.07, True, 3805.07
boston.txt, 22411, 341, 3921.46, True, 3921.46
boston.txt, 25233, 341, 3848.15, True, 3848.15
boston.txt, 52331, 341, 3980.22, True, 3980.22
boston.txt, 54278, 341, 3912.76, True, 3912.76
boston.txt, 54433, 341, 3551.21, True, 3551.21
boston.txt, 66655, 341, 3786.87, True, 3786.87
boston.txt, 68531, 341, 3952.99, True, 3952.99
boston.txt, 87744, 341, 3741.31, True, 3741.31
boston.txt, 98811, 341, 3691.53, True, 3691.53
belgrade.txt, 12345, 340, 1791.86, True, 1803.73
belgrade.txt, 54433, 345, 1496.59, True, 1805.61
minsk.txt, 12345, 389, 1771.92, True, 1801.18
minsk.txt, 54433, 393, 1411.03, True, 1801.27
minsk.txt, 22411, 385, 1375.90, True, 1801.24
minsk.txt, 66655, 384, 1568.83, True, 1800.22
belgrade.txt, 22411, 338, 1732.24, True, 1802.30
belgrade.txt, 66655, 343, 1493.86, True, 1800.06
minsk.txt, 25233, 389, 1743.98, True, 1800.41
minsk.txt, 68531, 391, 1503.19, True, 1800.33
belgrade.txt, 25233, 342, 1727.61, True, 1800.43
belgrade.txt, 68531, 341, 1754.90, True, 1802.77
minsk.txt, 52331, 390, 1762.40, True, 1801.68
minsk.txt, 87744, 389, 1802.40, True, 1802.40
belgrade.txt, 52331, 343, 1682.47, True, 1802.83
belgrade.txt, 87744, 342, 1697.24, True, 1801.70
minsk.txt, 54278, 385, 1690.98, True, 1800.39
minsk.txt, 98811, 382, 1734.73, True, 1800.84
belgrade.txt, 54278, 340, 1638.51, True, 1802.07
belgrade.txt, 98811, 345, 1791.73, True, 1801.63
berlin.txt, 12345, 395, 1797.95, True, 1805.82
berlin.txt, 54433, 399, 1788.13, True, 1801.11
berlin.txt, 22411, 397, 1770.49, True, 1802.78
berlin.txt, 66655, 397, 1738.55, True, 1810.23
berlin.txt, 25233, 398, 1762.00, True, 1802.70
berlin.txt, 68531, 394, 1765.74, True, 1801.90
berlin.txt, 52331, 401, 1782.63, True, 1800.70
berlin.txt, 87744, 392, 1812.43, True, 1812.43
berlin.txt, 54278, 392, 1705.06, True, 1803.18
berlin.txt, 98811, 399, 1710.60, True, 1807.15
